Project Name,Revision ID,API Type,Commit Type,Note,Log
rwightman/pytorch-image-models,187ecbafbee5423c70007d22e1db06d28a5d47ca,,Feature,,add support for loading args from yaml file (and saving them with each experiment)
rwightman/pytorch-image-models,187ecbafbee5423c70007d22e1db06d28a5d47ca,Enhancement,Feature,,add support for loading args from yaml file (and saving them with each experiment)
OMR-Research/MeasureDetector,d4ac494fcf36d78e3660a09940ffb7d6fe0f2ef4,,Feature,,added option to use_subprocess or not in ncf_main.py.
OMR-Research/MeasureDetector,d4ac494fcf36d78e3660a09940ffb7d6fe0f2ef4,Enhancement,Feature,,added option to use_subprocess or not in ncf_main.py.
ruotianluo/self-critical.pytorch,32b845573eb9b0ec1e22ecc8b17ce0bbacf29009,Enhancement,Feature,good example,add struc_use_logsoftmax flag so that we can force the model to output logsoftmax value instead of just the scores.
astooke/rlpyt,0fbb7fd4121a8dedd093bbccb8f5c98c49a7d3a5,,Bug Fix,,agent initialize refactor--breakup device  parallel; fixed async replay buffer_full
astooke/rlpyt,0fbb7fd4121a8dedd093bbccb8f5c98c49a7d3a5,Enhancement,Bug Fix,,agent initialize refactor--breakup device  parallel; fixed async replay buffer_full
astooke/rlpyt,0fbb7fd4121a8dedd093bbccb8f5c98c49a7d3a5,,Refactor,,agent initialize refactor--breakup device  parallel; fixed async replay buffer_full
astooke/rlpyt,0fbb7fd4121a8dedd093bbccb8f5c98c49a7d3a5,Enhancement,Refactor,,agent initialize refactor--breakup device  parallel; fixed async replay buffer_full
OMR-Research/MeasureDetector,1b71bdbf4d96307b6e1ecb46daa4fd35c5af0a5f,,Feature,,revert \clear softmax_cross_entropy deprecation warning.\""
OMR-Research/MeasureDetector,1b71bdbf4d96307b6e1ecb46daa4fd35c5af0a5f,Training,Feature,,revert \clear softmax_cross_entropy deprecation warning.\""
OMR-Research/MeasureDetector,1b71bdbf4d96307b6e1ecb46daa4fd35c5af0a5f,Enhancement,Feature,,revert \clear softmax_cross_entropy deprecation warning.\""
OMR-Research/MeasureDetector,1b71bdbf4d96307b6e1ecb46daa4fd35c5af0a5f,Prediction and evaluation,Feature,,revert \clear softmax_cross_entropy deprecation warning.\""
JDAI-CV/fast-reid,9fae467adfb31baf219448fbf50556266caf06e3,,Feature,,feat(engine/defaults): add defaultpredictor to get image reid features\n\nadd a new predictor interface  and modify demo code to predict image features.
JDAI-CV/fast-reid,9fae467adfb31baf219448fbf50556266caf06e3,Enhancement,Feature,,feat(engine/defaults): add defaultpredictor to get image reid features\n\nadd a new predictor interface  and modify demo code to predict image features.
JDAI-CV/fast-reid,9fae467adfb31baf219448fbf50556266caf06e3,Normalization,Feature,,feat(engine/defaults): add defaultpredictor to get image reid features\n\nadd a new predictor interface  and modify demo code to predict image features.
fizyr/keras-retinanet,63279dd2462d7c047a0ae3adcbbf851fa8cf560e,Enhancement,Bug Fix,,compute correct shapes for vgg and the likes.
fizyr/keras-retinanet,63279dd2462d7c047a0ae3adcbbf851fa8cf560e,Pretrained,Bug Fix,,compute correct shapes for vgg and the likes.
Adapter-Hub/adapter-transformers,042c3a14fd10cfddd455a09225b138b7a6950e86,,Feature,,added new `adapter_names` update to lm  squad  and ner
Adapter-Hub/adapter-transformers,042c3a14fd10cfddd455a09225b138b7a6950e86,Enhancement,Feature,,added new `adapter_names` update to lm  squad  and ner
huggingface/transformers,2b56e9889284b5432881e947aefbf7ed6780e4ec,,Refactor,,standardizing api across models - xlnetforseqclass working
huggingface/transformers,2b56e9889284b5432881e947aefbf7ed6780e4ec,Training,Refactor,,standardizing api across models - xlnetforseqclass working
huggingface/transformers,2b56e9889284b5432881e947aefbf7ed6780e4ec,Enhancement,Refactor,,standardizing api across models - xlnetforseqclass working
tensorflow/mesh,8196403c087f67e63f575d3e36febda04c9afed7,,Refactor,,factor the transformer_standalone code to facilitate different dataset classes and model architectures in the future.\n\npiperorigin-revid: 238659516
tensorflow/mesh,8196403c087f67e63f575d3e36febda04c9afed7,Prediction and evaluation,Refactor,,factor the transformer_standalone code to facilitate different dataset classes and model architectures in the future.\n\npiperorigin-revid: 238659516
tensorflow/mesh,8196403c087f67e63f575d3e36febda04c9afed7,Enhancement,Refactor,,factor the transformer_standalone code to facilitate different dataset classes and model architectures in the future.\n\npiperorigin-revid: 238659516
tensorflow/mesh,8196403c087f67e63f575d3e36febda04c9afed7,Training,Refactor,,factor the transformer_standalone code to facilitate different dataset classes and model architectures in the future.\n\npiperorigin-revid: 238659516
huggingface/transformers,16ce15ed4bd0865d24a94aa839a44cf0f400ef50,,Other,,distilbert token type ids removed from inputs in run_squad
huggingface/transformers,16ce15ed4bd0865d24a94aa839a44cf0f400ef50,Enhancement,Other,,distilbert token type ids removed from inputs in run_squad
songlab-cal/tape,205f5cffb5f5b50503988e9906aa28aa14998e81,,Bug Fix,,fix some bugs and have training actually working now
songlab-cal/tape,205f5cffb5f5b50503988e9906aa28aa14998e81,Linear,Bug Fix,,fix some bugs and have training actually working now
songlab-cal/tape,205f5cffb5f5b50503988e9906aa28aa14998e81,Enhancement,Bug Fix,,fix some bugs and have training actually working now
JDAI-CV/fast-reid,16655448c25dfb3e9cbf35e6a1f94d1731bbbf06,,Feature,,onnx/trt support\n\nsummary: change model pretrain mode and support onnx/tensorrt export
JDAI-CV/fast-reid,16655448c25dfb3e9cbf35e6a1f94d1731bbbf06,Normalization,Feature,,onnx/trt support\n\nsummary: change model pretrain mode and support onnx/tensorrt export
JDAI-CV/fast-reid,16655448c25dfb3e9cbf35e6a1f94d1731bbbf06,Pooling,Feature,,onnx/trt support\n\nsummary: change model pretrain mode and support onnx/tensorrt export
JDAI-CV/fast-reid,16655448c25dfb3e9cbf35e6a1f94d1731bbbf06,Merging,Feature,,onnx/trt support\n\nsummary: change model pretrain mode and support onnx/tensorrt export
JDAI-CV/fast-reid,16655448c25dfb3e9cbf35e6a1f94d1731bbbf06,Initializer,Feature,,onnx/trt support\n\nsummary: change model pretrain mode and support onnx/tensorrt export
JDAI-CV/fast-reid,16655448c25dfb3e9cbf35e6a1f94d1731bbbf06,Linear,Feature,,onnx/trt support\n\nsummary: change model pretrain mode and support onnx/tensorrt export
JDAI-CV/fast-reid,16655448c25dfb3e9cbf35e6a1f94d1731bbbf06,Activation,Feature,,onnx/trt support\n\nsummary: change model pretrain mode and support onnx/tensorrt export
mindsdb/lightwood,1e031d844c2aa075a34597630ed220ea9146e7ef,,Feature,,added code to support a resnex with smaller output size for faster training
mindsdb/lightwood,1e031d844c2aa075a34597630ed220ea9146e7ef,Pooling,Feature,,added code to support a resnex with smaller output size for faster training
jkjung-avt/keras_imagenet,40af31e42fc796d3397ebe438a727730ccf4e63f,Pooling,Bug Fix,,use padding='valid' for the first 2 maxpooling2d layers in googlenetbn
dpressel/mead-baseline,1aa10869382cbe3a0fb773c22c152a60cdc45c6b,Pooling,Bug Fix,,emb work in tb now + fix bad zeropad
osmr/imgclsmob,a87a77f7505426431675d1c7eaa5aac768613062,,Refactor,,refactoring tf models  3  experimental
osmr/imgclsmob,a87a77f7505426431675d1c7eaa5aac768613062,Pooling,Refactor,,refactoring tf models  3  experimental
osmr/imgclsmob,a87a77f7505426431675d1c7eaa5aac768613062,Normalization,Refactor,,refactoring tf models  3  experimental
osmr/imgclsmob,a87a77f7505426431675d1c7eaa5aac768613062,Convolutional,Refactor,,refactoring tf models  3  experimental
alleveenstra/attentionocr,09606e92497ebb6a4ba89f072a49213700f97f4d,,Other,,increase cnn's horizontal window count
alleveenstra/attentionocr,09606e92497ebb6a4ba89f072a49213700f97f4d,Pooling,Other,,increase cnn's horizontal window count
alleveenstra/attentionocr,09606e92497ebb6a4ba89f072a49213700f97f4d,Convolutional,Other,,increase cnn's horizontal window count
rwightman/pytorch-image-models,67e759f7107e60e260429035ad992c7de03b9697,Pooling,Feature,,adding support to efficientnet / mobilenetv3 to for different attention layers in .se position
rwightman/pytorch-image-models,67e759f7107e60e260429035ad992c7de03b9697,Convolutional,Feature,,adding support to efficientnet / mobilenetv3 to for different attention layers in .se position
kozistr/Awesome-GANs,ca912d9178ee69fecc2c1eee9ed0ac738d56862a,,Feature,,update: image scaling function at 'res_block'
kozistr/Awesome-GANs,ca912d9178ee69fecc2c1eee9ed0ac738d56862a,Pooling,Feature,,update: image scaling function at 'res_block'
Vermeille/Torchelie,e397d90654cab04a40dd97bb275dc63986ffee07,,Feature,,bunch of inplaces and dropout and non breaking changes
Vermeille/Torchelie,e397d90654cab04a40dd97bb275dc63986ffee07,Dropout,Feature,,bunch of inplaces and dropout and non breaking changes
Vermeille/Torchelie,e397d90654cab04a40dd97bb275dc63986ffee07,Pooling,Feature,,bunch of inplaces and dropout and non breaking changes
Vermeille/Torchelie,e397d90654cab04a40dd97bb275dc63986ffee07,Activation,Feature,,bunch of inplaces and dropout and non breaking changes
sash-a/CoDeepNEAT,25e65078b9a870071615e2b42876ffbc26491670,,Bug Fix,,mixing conv and linear layers is now working
sash-a/CoDeepNEAT,25e65078b9a870071615e2b42876ffbc26491670,Pooling,Bug Fix,,mixing conv and linear layers is now working
sash-a/CoDeepNEAT,25e65078b9a870071615e2b42876ffbc26491670,Reshaping,Bug Fix,,mixing conv and linear layers is now working
sash-a/CoDeepNEAT,25e65078b9a870071615e2b42876ffbc26491670,Activation,Bug Fix,,mixing conv and linear layers is now working
alondj/Pytorch-Gpipe,025f628d7094ed98ddb1632daa8964f4bbc370a8,Dropout,Feature,,converted all functional layers to duplicate modules
alondj/Pytorch-Gpipe,025f628d7094ed98ddb1632daa8964f4bbc370a8,Pooling,Feature,,converted all functional layers to duplicate modules
alondj/Pytorch-Gpipe,025f628d7094ed98ddb1632daa8964f4bbc370a8,Activation,Feature,,converted all functional layers to duplicate modules
keras-team/keras,9d7a2338b45d646772934da0bef30567811479b7,Pooling,Feature,,imdb fasttext speedup (#4026)\n\n* imdb fasttext speedup\r\n\r\n* lambda -> globalaveragepooling1d
f-dangel/backpack,ffc1281ad22e078745e69048cfe4a927d2e1c4f0,Pooling,Feature,,[hbp] untested kfra backpropagation for maxpool2d
wbaek/torchskeleton,b64416bb6dc037e9fb04fbe35d30b72aaffd44e8,,Feature,,implements residual architecture using merge split module
wbaek/torchskeleton,b64416bb6dc037e9fb04fbe35d30b72aaffd44e8,Normalization,Feature,,implements residual architecture using merge split module
wbaek/torchskeleton,b64416bb6dc037e9fb04fbe35d30b72aaffd44e8,Convolutional,Feature,,implements residual architecture using merge split module
wbaek/torchskeleton,b64416bb6dc037e9fb04fbe35d30b72aaffd44e8,Pooling,Feature,,implements residual architecture using merge split module
wbaek/torchskeleton,b64416bb6dc037e9fb04fbe35d30b72aaffd44e8,Linear,Feature,,implements residual architecture using merge split module
wbaek/torchskeleton,b64416bb6dc037e9fb04fbe35d30b72aaffd44e8,Activation,Feature,,implements residual architecture using merge split module
osmr/imgclsmob,a1a1c1de98b7b8431b4873080d95f468ed4702a1,,Deprecate,,1) some file refactoring  2) try to fix some warinings on tf-1.14  3) working on imgret
osmr/imgclsmob,a1a1c1de98b7b8431b4873080d95f468ed4702a1,Dropout,Deprecate,,1) some file refactoring  2) try to fix some warinings on tf-1.14  3) working on imgret
osmr/imgclsmob,a1a1c1de98b7b8431b4873080d95f468ed4702a1,Normalization,Deprecate,,1) some file refactoring  2) try to fix some warinings on tf-1.14  3) working on imgret
osmr/imgclsmob,a1a1c1de98b7b8431b4873080d95f468ed4702a1,Convolutional,Deprecate,,1) some file refactoring  2) try to fix some warinings on tf-1.14  3) working on imgret
osmr/imgclsmob,a1a1c1de98b7b8431b4873080d95f468ed4702a1,Pooling,Deprecate,,1) some file refactoring  2) try to fix some warinings on tf-1.14  3) working on imgret
osmr/imgclsmob,a1a1c1de98b7b8431b4873080d95f468ed4702a1,Linear,Deprecate,,1) some file refactoring  2) try to fix some warinings on tf-1.14  3) working on imgret
osmr/imgclsmob,a1a1c1de98b7b8431b4873080d95f468ed4702a1,,Refactor,,1) some file refactoring  2) try to fix some warinings on tf-1.14  3) working on imgret
osmr/imgclsmob,a1a1c1de98b7b8431b4873080d95f468ed4702a1,Dropout,Refactor,,1) some file refactoring  2) try to fix some warinings on tf-1.14  3) working on imgret
osmr/imgclsmob,a1a1c1de98b7b8431b4873080d95f468ed4702a1,Normalization,Refactor,,1) some file refactoring  2) try to fix some warinings on tf-1.14  3) working on imgret
osmr/imgclsmob,a1a1c1de98b7b8431b4873080d95f468ed4702a1,Convolutional,Refactor,,1) some file refactoring  2) try to fix some warinings on tf-1.14  3) working on imgret
osmr/imgclsmob,a1a1c1de98b7b8431b4873080d95f468ed4702a1,Pooling,Refactor,,1) some file refactoring  2) try to fix some warinings on tf-1.14  3) working on imgret
osmr/imgclsmob,a1a1c1de98b7b8431b4873080d95f468ed4702a1,Linear,Refactor,,1) some file refactoring  2) try to fix some warinings on tf-1.14  3) working on imgret
taokong/FoveaBox,8500c14e41c85bea91b58622eaa8c96e4372f5e7,,Test,,add group norm on backbone and unit tests
taokong/FoveaBox,8500c14e41c85bea91b58622eaa8c96e4372f5e7,Linear,Test,,add group norm on backbone and unit tests
taokong/FoveaBox,8500c14e41c85bea91b58622eaa8c96e4372f5e7,Pooling,Test,,add group norm on backbone and unit tests
taokong/FoveaBox,8500c14e41c85bea91b58622eaa8c96e4372f5e7,Normalization,Test,,add group norm on backbone and unit tests
taokong/FoveaBox,8500c14e41c85bea91b58622eaa8c96e4372f5e7,Normalization,Feature,,add group norm on backbone and unit tests
marian42/shapegan,f0fb78af517987bbcfefe0d0c786e889247d7f09,Pooling,Bug Fix,,fade in higher resolution layers during training of the progressive gan
alleveenstra/attentionocr,c63fd19ff8769fbfa8ac9ad774194c6c090047b2,Convolutional,Feature,,updated the cnn width calculation
Simsso/NIPS-2018-Adversarial-Vision-Challenge,f6dbc871377da88b796e8aa47808ae9b42efe1cd,,Bug Fix,,refactor auxiliary softmax branch to separate function  fix dimensions (flatten before aux-dense-layers)
Simsso/NIPS-2018-Adversarial-Vision-Challenge,f6dbc871377da88b796e8aa47808ae9b42efe1cd,Dropout,Bug Fix,,refactor auxiliary softmax branch to separate function  fix dimensions (flatten before aux-dense-layers)
Simsso/NIPS-2018-Adversarial-Vision-Challenge,f6dbc871377da88b796e8aa47808ae9b42efe1cd,Convolutional,Bug Fix,,refactor auxiliary softmax branch to separate function  fix dimensions (flatten before aux-dense-layers)
Simsso/NIPS-2018-Adversarial-Vision-Challenge,f6dbc871377da88b796e8aa47808ae9b42efe1cd,Pooling,Bug Fix,,refactor auxiliary softmax branch to separate function  fix dimensions (flatten before aux-dense-layers)
Simsso/NIPS-2018-Adversarial-Vision-Challenge,f6dbc871377da88b796e8aa47808ae9b42efe1cd,Linear,Bug Fix,,refactor auxiliary softmax branch to separate function  fix dimensions (flatten before aux-dense-layers)
Simsso/NIPS-2018-Adversarial-Vision-Challenge,f6dbc871377da88b796e8aa47808ae9b42efe1cd,Activation,Bug Fix,,refactor auxiliary softmax branch to separate function  fix dimensions (flatten before aux-dense-layers)
Simsso/NIPS-2018-Adversarial-Vision-Challenge,f6dbc871377da88b796e8aa47808ae9b42efe1cd,,Refactor,,refactor auxiliary softmax branch to separate function  fix dimensions (flatten before aux-dense-layers)
Simsso/NIPS-2018-Adversarial-Vision-Challenge,f6dbc871377da88b796e8aa47808ae9b42efe1cd,Dropout,Refactor,,refactor auxiliary softmax branch to separate function  fix dimensions (flatten before aux-dense-layers)
Simsso/NIPS-2018-Adversarial-Vision-Challenge,f6dbc871377da88b796e8aa47808ae9b42efe1cd,Convolutional,Refactor,,refactor auxiliary softmax branch to separate function  fix dimensions (flatten before aux-dense-layers)
Simsso/NIPS-2018-Adversarial-Vision-Challenge,f6dbc871377da88b796e8aa47808ae9b42efe1cd,Pooling,Refactor,,refactor auxiliary softmax branch to separate function  fix dimensions (flatten before aux-dense-layers)
Simsso/NIPS-2018-Adversarial-Vision-Challenge,f6dbc871377da88b796e8aa47808ae9b42efe1cd,Linear,Refactor,,refactor auxiliary softmax branch to separate function  fix dimensions (flatten before aux-dense-layers)
Simsso/NIPS-2018-Adversarial-Vision-Challenge,f6dbc871377da88b796e8aa47808ae9b42efe1cd,Activation,Refactor,,refactor auxiliary softmax branch to separate function  fix dimensions (flatten before aux-dense-layers)
LoSealL/VideoSuperResolution,3a90b9e316bc12cc5b96f03a7b597499091d3d8b,,Bug Fix,,[relint] lint code to be more nested; [fix] utest error & eval mode issues
LoSealL/VideoSuperResolution,3a90b9e316bc12cc5b96f03a7b597499091d3d8b,Pooling,Bug Fix,,[relint] lint code to be more nested; [fix] utest error & eval mode issues
LoSealL/VideoSuperResolution,3a90b9e316bc12cc5b96f03a7b597499091d3d8b,Linear,Bug Fix,,[relint] lint code to be more nested; [fix] utest error & eval mode issues
LoSealL/VideoSuperResolution,3a90b9e316bc12cc5b96f03a7b597499091d3d8b,Activation,Bug Fix,,[relint] lint code to be more nested; [fix] utest error & eval mode issues
LoSealL/VideoSuperResolution,3a90b9e316bc12cc5b96f03a7b597499091d3d8b,Reshaping,Bug Fix,,[relint] lint code to be more nested; [fix] utest error & eval mode issues
JDAI-CV/fast-reid,a2f69d05371c471e57b25010c203aa2103657395,,Feature,,update strongbaseline results for market1501 and dukemtmc
JDAI-CV/fast-reid,a2f69d05371c471e57b25010c203aa2103657395,Normalization,Feature,,update strongbaseline results for market1501 and dukemtmc
JDAI-CV/fast-reid,a2f69d05371c471e57b25010c203aa2103657395,Pooling,Feature,,update strongbaseline results for market1501 and dukemtmc
JDAI-CV/fast-reid,a2f69d05371c471e57b25010c203aa2103657395,Initializer,Feature,,update strongbaseline results for market1501 and dukemtmc
JDAI-CV/fast-reid,a2f69d05371c471e57b25010c203aa2103657395,Linear,Feature,,update strongbaseline results for market1501 and dukemtmc
JDAI-CV/fast-reid,a2f69d05371c471e57b25010c203aa2103657395,Activation,Feature,,update strongbaseline results for market1501 and dukemtmc
dpressel/mead-baseline,dfb93af0d6e3e3f6d498778f076131fba2172d7c,,Feature,,integrate layer model into base model (breaks mgpu for now)
f-dangel/backpack,4686250951c5cb8d072a6fe5f51ae3010d7f5636,Pooling,Feature,,implement recursive hbp for 2d maxpooling
SaoYan/GenerativeSkinLesion,f282f2d3026b417e5806cd29d95d4c9e910b2b1b,,Feature,,finshing the definition of networks (g d)
SaoYan/GenerativeSkinLesion,f282f2d3026b417e5806cd29d95d4c9e910b2b1b,Initializer,Feature,,finshing the definition of networks (g d)
SaoYan/GenerativeSkinLesion,f282f2d3026b417e5806cd29d95d4c9e910b2b1b,Pooling,Feature,,finshing the definition of networks (g d)
jkjung-avt/keras_imagenet,fe2e656cb8a20ca68dd4652d290a84ded9ba8876,,Bug Fix,,don't include the final global pooling layer in the 'include_top=false' case
jkjung-avt/keras_imagenet,fe2e656cb8a20ca68dd4652d290a84ded9ba8876,Pooling,Bug Fix,,don't include the final global pooling layer in the 'include_top=false' case
leftthomas/PSCapsNet,05d03c57ce3781637215a888fe2ac63926a8afe7,Pooling,Other,,use adaptiveavgpool2d  remove da
davidsandberg/facenet,127f06a886f1da20d610b350988cc6a632aa2bfc,Pretrained,Feature,,added a flag to enable local response normalization to two of the lower\nlayers in the inception network
davidsandberg/facenet,127f06a886f1da20d610b350988cc6a632aa2bfc,Normalization,Feature,,added a flag to enable local response normalization to two of the lower\nlayers in the inception network
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,,Bug Fix,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Normalization,Bug Fix,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Pooling,Bug Fix,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Training,Bug Fix,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Activation,Bug Fix,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Enhancement,Bug Fix,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,,Refactor,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Normalization,Refactor,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Pooling,Refactor,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Training,Refactor,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Activation,Refactor,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Enhancement,Refactor,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,,Feature,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Normalization,Feature,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Pooling,Feature,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Training,Feature,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Activation,Feature,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
JDAI-CV/fast-reid,71950d2c093f7e6ed97dd2978d46edcd23530ac3,Enhancement,Feature,,1. fix evaluation code\n2. finish multi-dataset evaluation\n3. decouple image preprocess and output postprocess with model forward for dataparallel training\n4. finish build backbone registry\n5. fix dataset sampler
gau820827/AI-writer_Data2Doc,f2104358e2fe5da17bb6a9219f8860bb95b06c88,Pooling,Bug Fix,,[weikaipan] fixed avgpool pad  input length variate
fgnt/padertorch,c559f2243a1f4078135a91cf6c23e9de134921e8,,Refactor,,move conv utils to separate file  add some comments and allow output and input normalization also with and without preactivation  respectively.
fgnt/padertorch,c559f2243a1f4078135a91cf6c23e9de134921e8,Pooling,Refactor,,move conv utils to separate file  add some comments and allow output and input normalization also with and without preactivation  respectively.
fgnt/padertorch,c559f2243a1f4078135a91cf6c23e9de134921e8,Reshaping,Refactor,,move conv utils to separate file  add some comments and allow output and input normalization also with and without preactivation  respectively.
fgnt/padertorch,c559f2243a1f4078135a91cf6c23e9de134921e8,,Feature,,move conv utils to separate file  add some comments and allow output and input normalization also with and without preactivation  respectively.
fgnt/padertorch,c559f2243a1f4078135a91cf6c23e9de134921e8,Pooling,Feature,,move conv utils to separate file  add some comments and allow output and input normalization also with and without preactivation  respectively.
fgnt/padertorch,c559f2243a1f4078135a91cf6c23e9de134921e8,Reshaping,Feature,,move conv utils to separate file  add some comments and allow output and input normalization also with and without preactivation  respectively.
eriklindernoren/PyTorch-GAN,20712af71d88097e43dcf56f9ac8b7d60ebacda5,,Feature,,munit: multi-scale discriminator
eriklindernoren/PyTorch-GAN,20712af71d88097e43dcf56f9ac8b7d60ebacda5,Pooling,Feature,,munit: multi-scale discriminator
eriklindernoren/PyTorch-GAN,20712af71d88097e43dcf56f9ac8b7d60ebacda5,Training,Feature,,munit: multi-scale discriminator
wbaek/torchskeleton,951a20787f2bcf459c5fe2517d594fee4207baac,,Feature,,implement small resnet layer9 architecture
wbaek/torchskeleton,951a20787f2bcf459c5fe2517d594fee4207baac,Pooling,Feature,,implement small resnet layer9 architecture
wbaek/torchskeleton,951a20787f2bcf459c5fe2517d594fee4207baac,Training,Feature,,implement small resnet layer9 architecture
wbaek/torchskeleton,951a20787f2bcf459c5fe2517d594fee4207baac,Linear,Feature,,implement small resnet layer9 architecture
wbaek/torchskeleton,951a20787f2bcf459c5fe2517d594fee4207baac,Enhancement,Feature,,implement small resnet layer9 architecture
dpressel/mead-baseline,6d8c62be1e59e6a1b2147fb68fa0f385d702356f,,Bug Fix,,fix: predict_batch always returns numpy
dpressel/mead-baseline,6d8c62be1e59e6a1b2147fb68fa0f385d702356f,Dropout,Bug Fix,,fix: predict_batch always returns numpy
dpressel/mead-baseline,6d8c62be1e59e6a1b2147fb68fa0f385d702356f,Temporal,Bug Fix,,fix: predict_batch always returns numpy
dpressel/mead-baseline,6d8c62be1e59e6a1b2147fb68fa0f385d702356f,Initializer,Bug Fix,,fix: predict_batch always returns numpy
dpressel/mead-baseline,6d8c62be1e59e6a1b2147fb68fa0f385d702356f,Linear,Bug Fix,,fix: predict_batch always returns numpy
dpressel/mead-baseline,6d8c62be1e59e6a1b2147fb68fa0f385d702356f,Activation,Bug Fix,,fix: predict_batch always returns numpy
deephyper/deephyper,fabdf16244a4db75b90a4960154dffb26c3f27bb,Pooling,Feature,,small edit\n\n\nformer-commit-id: 939f40198e0e4715d717e3b391c9669858c35cb7
Lornatang/YOLOv3-PyTorch,e00fda199d1f29cea557c9bae604b357a5f71671,,Feature,,add parse shuffle block function
Lornatang/YOLOv3-PyTorch,e00fda199d1f29cea557c9bae604b357a5f71671,Pooling,Feature,,add parse shuffle block function
PyTorchLightning/pytorch-lightning-bolts,d60480597cc7dcc230fcf12b80b383d50deb7fde,Pooling,Bug Fix,,fix for siamesearm has no pooler (#236)\n\n* add pooler to ensure projection on global feature\r\n\r\n* remove max_steps dependency\r\n\r\n* fix typos in mnist dataset
